frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,160476.468100,73255.000000,0.000000
4,491779.257888,179101.000000,0.000000
8,492532.533087,264359.000000,0.000000
16,620805.227847,225327.000000,0.000000
32,358511.211292,134810.000000,0.000000
64,565046.537605,128189.000000,0.000000
128,880448.656555,216705.000000,0.000000
256,419850.441780,126942.000000,0.000000
512,751073.726389,184629.000000,0.000000
1024,823524.639183,225593.000000,0.000000
2048,1026746.008731,265835.000000,0.000000
4096,482981.126013,90181.000000,0.000000
8192,892545.205637,179257.000000,0.000000
16384,1406322.129500,232402.000000,0.000000
32768,2374821.614360,158103.000000,0.000000
65536,203000.835217,39787.000000,0.000000
