frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,60032.616326,18504.000000,0.000000
4,413707.598609,200818.000000,0.000000
8,385102.722031,207687.000000,0.000000
16,168298.485727,67631.000000,0.000000
32,388911.125805,140892.000000,0.000000
64,243918.912161,96733.000000,0.000000
128,556375.086226,324952.000000,0.000000
256,173028.485158,64725.000000,0.000000
512,627302.275204,275196.000000,0.000000
1024,253175.507330,95949.000000,0.000000
2048,477442.241417,168984.000000,0.000000
4096,210237.003641,173756.000000,0.000000
8192,294192.994075,130767.000000,0.000000
16384,833402.513715,262131.000000,0.000000
32768,436830.173738,178647.000000,0.000000
65536,70653.345851,26957.000000,0.000000
