frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,906886.773323,43918.000000,0.000000
4,1715175.135572,61890.000000,0.000000
8,1298456.911195,55142.000000,0.000000
16,2070317.433765,75039.000000,0.000000
32,1544690.520796,59590.000000,0.000000
64,2784774.553822,98400.000000,0.000000
128,2322229.236358,90017.000000,0.000000
256,2960912.256741,104128.000000,0.000000
512,2143669.041046,81033.000000,0.000000
1024,2976731.661781,104901.000000,0.000000
2048,3175720.681962,117355.000000,0.000000
4096,3334967.606175,117103.000000,0.000000
8192,1588911.612279,71991.000000,0.000000
16384,2608409.824065,85502.000000,0.000000
32768,1548830.365101,66268.000000,0.000000
65536,6019119.696687,168330.000000,0.000000
