frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,420807.378594,16891.000000,0.000000
4,765240.997535,37362.000000,0.000000
8,1180342.783689,48653.000000,0.000000
16,1873747.667033,71166.000000,0.000000
32,2126559.409780,87859.000000,0.000000
64,1149439.686083,40361.000000,0.000000
128,1993745.955029,78723.000000,0.000000
256,2408859.070618,90246.000000,0.000000
512,2650767.315800,94693.000000,0.000000
1024,2935771.119715,110559.000000,0.000000
2048,2770900.970212,116133.000000,0.000000
4096,3471589.519555,116324.000000,0.000000
8192,2076774.753156,59675.000000,0.000000
16384,2607565.605741,102262.000000,0.000000
32768,5781179.749716,171712.000000,0.000000
65536,1727665.690736,89431.000000,0.000000
