frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,1065077.864962,47627.000000,0.000000
4,888797.662697,31392.000000,0.000000
8,1899228.311885,78753.000000,0.000000
16,1257242.822080,50932.000000,0.000000
32,1372228.540002,68375.000000,0.000000
64,1849678.068359,81531.000000,0.000000
128,1835951.449053,79074.000000,0.000000
256,2448994.724171,99419.000000,0.000000
512,1625223.681680,62498.000000,0.000000
1024,2085166.417517,96912.000000,0.000000
2048,3003343.735938,125194.000000,0.000000
4096,4077876.624656,131911.000000,0.000000
8192,3904397.905213,111693.000000,0.000000
16384,2078021.547903,84730.000000,0.000000
32768,3265106.807538,134206.000000,0.000000
65536,1574307.876988,52573.000000,0.000000
