frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,1935103.400277,81072.000000,0.000000
4,1720029.695142,60196.000000,0.000000
8,1117963.874121,49955.000000,0.000000
16,1162241.254437,52571.000000,0.000000
32,1407881.669308,58048.000000,0.000000
64,2033538.805741,71701.000000,0.000000
128,2094872.219031,90704.000000,0.000000
256,1602244.536515,75946.000000,0.000000
512,2099656.442369,77086.000000,0.000000
1024,2525002.534294,94592.000000,0.000000
2048,4105306.215120,157505.000000,0.000000
4096,1473651.743897,75444.000000,0.000000
8192,2945139.110656,106912.000000,0.000000
16384,3401392.361726,135883.000000,0.000000
32768,1931905.435204,78898.000000,0.000000
65536,917220.433405,49593.000000,0.000000
