frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,948244.160962,40519.000000,0.000000
4,818760.787349,31595.000000,0.000000
8,1338922.388769,47760.000000,0.000000
16,246166.819661,13124.000000,0.000000
32,1673742.297204,61023.000000,0.000000
64,1451818.748477,70273.000000,0.000000
128,2663947.472529,98205.000000,0.000000
256,2524521.744547,89505.000000,0.000000
512,2577743.501834,104409.000000,0.000000
1024,3508343.140715,123878.000000,0.000000
2048,687310.400587,35856.000000,0.000000
4096,2429423.693165,86956.000000,0.000000
8192,1300956.773672,59399.000000,0.000000
16384,1587607.925394,53027.000000,0.000000
32768,4387316.529118,133520.000000,0.000000
65536,3206197.405303,113374.000000,0.000000
