frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,941136.407841,32004.000000,0.000000
4,679484.608760,22521.000000,0.000000
8,1521912.566295,60087.000000,0.000000
16,1842360.621529,59179.000000,0.000000
32,2083334.605706,74477.000000,0.000000
64,1858427.986115,60625.000000,0.000000
128,1711610.691688,59253.000000,0.000000
256,2640340.185956,97257.000000,0.000000
512,2320445.123875,77256.000000,0.000000
1024,3094739.331822,107633.000000,0.000000
2048,2633733.212506,91956.000000,0.000000
4096,2762738.583573,87795.000000,0.000000
8192,2104204.491209,79344.000000,0.000000
16384,2686384.198541,84266.000000,0.000000
32768,3426158.758106,104852.000000,0.000000
65536,1343420.495870,64175.000000,0.000000
