frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,1580444.618203,51218.000000,0.000000
4,698644.244966,34270.000000,0.000000
8,967168.707799,36152.000000,0.000000
16,1794297.670497,69017.000000,0.000000
32,1114688.139311,46580.000000,0.000000
64,1161355.655547,44903.000000,0.000000
128,2544238.360179,88256.000000,0.000000
256,2580423.107874,87459.000000,0.000000
512,2607777.035771,94072.000000,0.000000
1024,1514191.698283,54966.000000,0.000000
2048,3415974.692637,114242.000000,0.000000
4096,1467659.778359,50488.000000,0.000000
8192,4595902.675102,145962.000000,0.000000
16384,1634466.263590,47001.000000,0.000000
32768,5947904.534137,152405.000000,0.000000
65536,8833429.966404,221492.000000,0.000000
