frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,1215912.436767,44708.000000,0.000000
4,1892741.983600,66695.000000,0.000000
8,1342038.204104,48672.000000,0.000000
16,1490555.866296,49966.000000,0.000000
32,1294359.537587,37376.000000,0.000000
64,1637782.723257,55341.000000,0.000000
128,1757663.209692,58480.000000,0.000000
256,2666893.291768,90173.000000,0.000000
512,1824213.288882,54361.000000,0.000000
1024,2303967.609310,79323.000000,0.000000
2048,1827223.978979,74142.000000,0.000000
4096,2333693.093651,84744.000000,0.000000
8192,1824900.017184,67500.000000,0.000000
16384,1041029.667925,55723.000000,0.000000
32768,5605395.157150,153913.000000,0.000000
65536,5155963.727983,141279.000000,0.000000
