frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,1193485.971368,39185.000000,0.000000
4,963227.730666,39957.000000,0.000000
8,1209786.479684,47043.000000,0.000000
16,1330000.182092,40520.000000,0.000000
32,414012.686056,22071.000000,0.000000
64,2651976.475037,88794.000000,0.000000
128,2096239.465594,73273.000000,0.000000
256,2925054.729914,107574.000000,0.000000
512,3134883.129360,95243.000000,0.000000
1024,3307485.241854,111579.000000,0.000000
2048,2109070.686289,79598.000000,0.000000
4096,1543803.001773,63712.000000,0.000000
8192,1409516.555333,56289.000000,0.000000
16384,3811102.058167,105942.000000,0.000000
32768,6116938.475655,169821.000000,0.000000
65536,658374.595472,33291.000000,0.000000
