frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,1303127.929675,42193.000000,0.000000
4,727668.999879,24967.000000,0.000000
8,980704.236002,32216.000000,0.000000
16,1652038.032958,58348.000000,0.000000
32,1894381.004515,73985.000000,0.000000
64,2444565.169480,95673.000000,0.000000
128,1886681.743040,65824.000000,0.000000
256,2834888.765786,108959.000000,0.000000
512,1380716.432500,57228.000000,0.000000
1024,2236786.546868,87759.000000,0.000000
2048,2435729.161275,88186.000000,0.000000
4096,1876731.827049,60300.000000,0.000000
8192,867291.505654,34739.000000,0.000000
16384,1462139.274430,46145.000000,0.000000
32768,1936245.201151,76304.000000,0.000000
65536,13083494.349159,256185.000000,0.000000
