frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,608038.982824,25587.000000,0.000000
4,1385594.848024,56727.000000,0.000000
8,1598165.068016,58645.000000,0.000000
16,2916629.284917,83818.000000,0.000000
32,1819288.847936,74157.000000,0.000000
64,2414023.484242,84160.000000,0.000000
128,1943377.724195,64316.000000,0.000000
256,2380174.118167,79662.000000,0.000000
512,2102637.501615,73921.000000,0.000000
1024,2688433.905164,98550.000000,0.000000
2048,2348901.031494,72329.000000,0.000000
4096,3246877.643746,112286.000000,0.000000
8192,2315916.466693,74237.000000,0.000000
16384,2996417.532708,100282.000000,0.000000
32768,2541384.519280,76493.000000,0.000000
65536,3021793.036301,90301.000000,0.000000
