frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,615764.114576,35015.000000,0.000000
4,1601414.348590,62093.000000,0.000000
8,1866816.966840,78589.000000,0.000000
16,1500355.108345,53579.000000,0.000000
32,1711700.962625,59691.000000,0.000000
64,1758883.075773,74142.000000,0.000000
128,2636491.357576,108831.000000,0.000000
256,2863063.040834,100374.000000,0.000000
512,2619518.958154,106469.000000,0.000000
1024,2924107.621723,117027.000000,0.000000
2048,2282620.094815,94478.000000,0.000000
4096,3044650.788064,119371.000000,0.000000
8192,1095791.343790,45647.000000,0.000000
16384,3454643.953499,129572.000000,0.000000
32768,4707425.685539,158601.000000,0.000000
65536,4938192.863872,153438.000000,0.000000
