frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,832728.250337,46825.000000,0.000000
4,1544256.469584,63369.000000,0.000000
8,629862.067500,27703.000000,0.000000
16,780587.475817,40704.000000,0.000000
32,1805056.870120,84353.000000,0.000000
64,1778562.714263,79358.000000,0.000000
128,2387213.748766,113891.000000,0.000000
256,2653119.755483,107086.000000,0.000000
512,3001119.705412,100830.000000,0.000000
1024,2331165.795013,97749.000000,0.000000
2048,2023978.932611,66338.000000,0.000000
4096,2073025.052975,87284.000000,0.000000
8192,687876.022231,28589.000000,0.000000
16384,2408273.980871,87182.000000,0.000000
32768,4452381.041239,146883.000000,0.000000
65536,7869196.182458,225804.000000,0.000000
