frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,381694.858844,20051.000000,0.000000
4,1540305.900509,79286.000000,0.000000
8,1010790.619000,49544.000000,0.000000
16,1341236.708327,61869.000000,0.000000
32,2185558.583613,75431.000000,0.000000
64,1940867.371248,96481.000000,0.000000
128,1408918.849376,62661.000000,0.000000
256,2126089.188335,81765.000000,0.000000
512,3593734.432476,136747.000000,0.000000
1024,2293305.426760,93289.000000,0.000000
2048,1903647.229958,75941.000000,0.000000
4096,2120891.469468,87466.000000,0.000000
8192,2368979.925456,93749.000000,0.000000
16384,4030512.432457,145003.000000,0.000000
32768,1203359.046221,68223.000000,0.000000
65536,2591362.293430,107316.000000,0.000000
