frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,166865.732935,80895.000000,36.810325
4,187446.970677,109748.000000,64.490309
8,442325.377166,253826.000000,61.627916
16,231129.050255,117583.000000,463.314148
32,134193.813348,49697.000000,1108.925606
64,144608.086914,86038.000000,2049.948536
128,835983.291935,301040.000000,1324.456492
256,382916.410425,179031.000000,15195.952751
512,244754.693587,118113.000000,5929.523758
1024,467252.182526,294600.000000,37520.466135
2048,618246.316410,213765.000000,12098.427542
4096,673726.445749,290581.000000,185119.449032
8192,1224882.404251,278303.000000,509758.800095
16384,517185.793878,91491.000000,358701.813167
32768,1611340.288035,253669.000000,1020874.954869
65536,169777.048720,128976.000000,0.000000
