frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,455830.914118,243881.000000,51.749396
4,576539.098993,299847.000000,33972.471091
8,152378.053239,74841.000000,28.372522
16,601115.632807,353819.000000,37.643060
32,163036.037387,70988.000000,179.343246
64,275429.983157,120200.000000,518.462149
128,83472.359180,28852.000000,2095.063484
256,434587.706301,204979.000000,604.633773
512,371998.149905,193459.000000,70305.372021
1024,310036.409352,133305.000000,3706.821145
2048,489613.322022,196727.000000,122710.247848
4096,885180.587932,264810.000000,154575.106680
8192,599702.079983,160474.000000,89478.789883
16384,1857511.068148,349643.000000,311762.829959
32768,190428.976125,89019.000000,13718.908922
65536,1098287.449993,220522.000000,927897.554338
