frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,223223.215471,184576.000000,36.318040
4,208950.640552,152155.000000,123.834567
8,80635.314274,34325.000000,104.474877
16,447100.850118,198853.000000,3633.352722
32,112201.003543,46685.000000,257.210031
64,272238.884109,138482.000000,3380.279870
128,387481.799367,152340.000000,2534.294576
256,197090.251580,110815.000000,3740.664914
512,304720.759222,188838.000000,6039.189681
1024,293949.523798,177650.000000,55050.306802
2048,463460.036066,291199.000000,36522.138656
4096,446634.526866,188753.000000,198311.752743
8192,607418.622619,319978.000000,303904.712861
16384,490361.278836,189386.000000,130794.379394
32768,896109.674369,199098.000000,235317.048974
65536,1461436.185853,282105.000000,580012.188501
