frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,420179.194122,325738.000000,93.455872
4,351415.811690,150899.000000,30.298515
8,279377.159233,246634.000000,57.861905
16,402789.485497,198511.000000,229.115691
32,350895.428921,153402.000000,396.897972
64,539890.110761,194318.000000,737.996612
128,156537.115232,111131.000000,3229.232262
256,365134.914692,290829.000000,87066.863186
512,145938.075984,59919.000000,54044.784004
1024,242806.908798,178262.000000,3490.688328
2048,257486.196688,199227.000000,22513.933730
4096,291171.719463,137780.000000,156128.132206
8192,1502272.942681,327491.000000,830216.322144
16384,842361.461402,275968.000000,371181.623229
32768,1965937.941012,181475.000000,1756213.410160
65536,6152499.675803,223702.000000,6065036.051708
