frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,268599.548172,217460.000000,41.048752
4,266610.340191,252650.000000,25.000000
8,340219.280674,225468.000000,316.291005
16,455123.442010,167732.000000,8683.428931
32,329541.220705,174133.000000,2680.937523
64,328232.855593,206083.000000,6287.319699
128,412112.375731,241993.000000,993.060421
256,579842.043806,298220.000000,77420.446673
512,722917.334694,306658.000000,2941.592426
1024,378143.395480,233093.000000,48722.227227
2048,205546.691250,117292.000000,27701.766532
4096,446472.174317,249975.000000,73979.470666
8192,653004.424978,176919.000000,302325.414669
16384,377820.362503,140528.000000,111557.902262
32768,1283403.587042,147828.000000,664781.276706
65536,710860.165902,282729.000000,616572.974118
