frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,409145.966342,243679.000000,42.755117
4,239887.490343,139203.000000,4841.541490
8,527938.044735,255551.000000,32.984845
16,150005.194337,124667.000000,1541.303345
32,186712.058620,107376.000000,1010.585969
64,692050.479455,291645.000000,209.418242
128,166977.278092,70320.000000,1837.492585
256,153900.118892,62446.000000,2298.122277
512,480637.059377,261406.000000,39355.907358
1024,879168.946084,281451.000000,215076.399928
2048,824501.857558,266072.000000,233915.155535
4096,236501.790101,75675.000000,95826.115590
8192,258161.458004,68939.000000,173607.596043
16384,502852.665604,135004.000000,196991.339749
32768,517543.321860,49197.000000,27450.755654
65536,679577.435399,261990.000000,305685.024391
