frequency,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time
2,5924853.300434029,5924853.300434029,5924853.300434029,5924853.300434029,5924853.300434029,5924853.300434029
4,6024476.420038093,6024476.420038093,6024476.420038093,6024476.420038093,6024476.420038093,6024476.420038093
8,5798927.401708009,5758647.162192002,5758647.162192002,5758647.162192002,5758647.162192002,5758647.162192002
16,5879281.315609672,5879281.315609672,5879281.315609672,5879281.315609672,5879281.315609672,5879281.315609672
32,5781683.306438792,5682002.024780086,5682002.024780086,5682002.024780086,5682002.024780086,5682002.024780086
64,7303395.267094271,7144484.046399082,7217668.089427568,7217668.089427568,7283941.913386048,7187687.5847577015
128,5611020.420084123,5233356.82904749,4334342.173184184,4334342.173184184,4709239.855326441,4394096.724012342
256,7629053.608613784,7611736.181654879,6316175.401138968,6117317.681560931,5807373.930013032,5807373.930013032
512,4690655.357824639,4690590.581510926,4603866.883823967,4145318.9378874092,3962881.019554082,3962819.9603364524
1024,10486686.190047313,10401207.355716595,10401207.355716595,10401207.355716595,10401207.355716595,10401207.355716595
2048,4009215.06470082,4009215.06470082,4009215.06470082,4000360.0889098723,3991559.3830075986,3984473.5920014577
4096,16596066.91653402,16596066.91653402,16573563.137702556,16560328.973603182,16506170.745813457,16078798.807611998
8192,9965935.232674602,9965935.232674602,9965935.232674602,9965935.232674602,9965935.232674602,9965935.232674602
16384,12624072.995630333,12624072.995630333,12624072.995630333,12624072.995630333,12624072.995630333,12624072.995630333
32768,234867.95502579742,234867.95502579742,234867.95502579742,234867.95502579742,234867.95502579742,234867.95502579742
65536,252868.45346938792,80069.09289482428,80069.09289482428,80069.09289482428,80069.09289482428,80069.09289482428
