frequency,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time
2,6652259.67971899,6604384.538171062,6604384.538171062,6604384.538171062,6604384.538171062,6604384.538171062
4,5877496.646815717,5889936.931619727,5889936.931619727,5889936.931619727,5889936.931619727,5889936.931619727
8,5410952.356371566,5329097.230998699,5329097.230998699,5329097.230998699,5361499.791771235,5329097.230998699
16,7679498.5251582675,5629761.9321966,5629761.9321966,5629761.9321966,5954416.815483948,5629761.9321966
32,5155902.653923656,5143629.794861018,5152724.191688994,5152724.191688994,5152724.191688994,5152724.191688994
64,4645558.549089442,4633634.292977922,4599620.274668769,4599620.274668769,4599620.274668769,4599620.274668769
128,5352365.133674925,5182429.428892496,5087373.633186971,5142274.234863112,5140942.809264853,4980763.91149932
256,5190811.150733188,5035952.029254945,4830614.160142787,4661316.591280086,4661316.591280086,4661316.591280086
512,4745750.2865403695,4747633.447141955,4753722.480864444,4807410.713321569,4916096.722215299,4870293.925482219
1024,3305185.0250624395,3305185.0250624395,3273718.986932446,3217572.5271012927,2697995.808292889,2038049.9816140428
2048,7219756.773753255,7219756.773753255,7219756.773753255,7219756.773753255,7219756.773753255,7219756.773753255
4096,1176852.7672644528,1176852.7672644528,1176852.7672644528,1176852.7672644528,1176852.7672644528,1176852.7672644528
8192,11900612.761411406,11900612.761411406,11900612.761411406,11900612.761411406,11900612.761411406,11900612.761411406
16384,12993071.143320812,12993071.143320812,12993071.143320812,12993071.143320812,12993071.143320812,12993071.143320812
32768,13489900.120315198,13489900.120315198,13489900.120315198,13489900.120315198,13489900.120315198,13489900.120315198
65536,15249123.065806275,15249123.065806275,15249123.065806275,15249123.065806275,15249123.065806275,15249123.065806275
