frequency,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time
2,5815932.758236979,5815932.758236979,5815932.758236979,5815932.758236979,5815932.758236979,5815932.758236979
4,6159127.067845248,6159127.067845248,6159127.067845248,6159127.067845248,6159127.067845248,6159127.067845248
8,7208734.588831801,6275707.082445133,6275707.082445133,6275707.082445133,6275707.082445133,6275707.082445133
16,6343235.691179305,6291941.030625287,6291941.030625287,6291941.030625287,6291941.030625287,6291941.030625287
32,6341863.197468864,5780616.578859819,5781936.09058177,5781936.09058177,5781936.09058177,5781936.09058177
64,6261446.277193393,6192737.91274651,6178623.966187294,6178623.966187294,6178623.966187294,6178623.966187294
128,5691400.274909945,5741256.677243232,5462604.645912607,5182587.405009683,5477210.554539327,5183879.030601312
256,5107895.126812511,5007700.75550826,4846011.7235115105,4552542.788742902,4552542.788742902,4552542.788742902
512,7757415.360500751,7757415.360500751,7764874.702238729,7747522.876459417,7596034.013083999,7596034.013083999
1024,5633750.238055642,5187712.088214996,5297363.519942067,5291040.173120972,4551008.46378646,4447630.098231192
2048,6129788.016550002,6119193.980423893,6118654.3314599,6105386.793086577,6153612.961171917,5728252.976865547
4096,14683079.29098052,14618392.884728642,14547722.375631245,14363190.980525253,13967032.653478798,8130229.564316804
8192,22044121.96810703,22044121.96810703,22044121.96810703,22044121.96810703,22044121.96810703,22044121.96810703
16384,302336.73530684295,302336.73530684295,302336.73530684295,302336.73530684295,302336.73530684295,302336.73530684295
32768,5094191.682951772,5094191.682951772,5094191.682951772,5094191.682951772,5094191.682951772,5094191.682951772
65536,4976602.638090367,4976601.923736818,4976601.923736818,4976601.923736818,4976601.923736818,4976601.923736818
