frequency,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time
2,5678577.328084033,5678577.328084033,5678577.328084033,5678577.328084033,5678577.328084033,5678577.328084033
4,6121306.170705889,6121306.170705889,6121306.170705889,6121306.170705889,6121306.170705889,6121306.170705889
8,6006544.612332368,5971049.895841267,5971049.895841267,5971049.895841267,5971049.895841267,5971049.895841267
16,8489220.09537007,5384627.848162211,5384627.848162211,5384627.848162211,5384627.848162211,5384627.848162211
32,6235877.13174931,6124140.098834856,6072599.265820938,6072599.265820938,6072599.265820938,6072599.265820938
64,6203520.71718633,5979442.116079225,5327026.01239641,5232029.510440379,5858087.722152682,5232029.510440379
128,9895219.042030046,7988766.814479128,7195760.840761386,6587754.847726576,7465914.972775943,6587754.847726576
256,6022823.698959982,6062055.524356487,6012218.478415185,5592634.166555774,5364365.177103997,5219767.573599039
512,8758164.228202563,8707470.525736736,8549447.574070737,8010473.117119612,7848142.512330482,7848142.512330482
1024,9366974.056193067,9095990.38780099,8564377.329611417,7680549.857058347,6604392.100013975,6580354.5763881905
2048,12024816.49385262,12024816.49385262,12024816.49385262,12024816.49385262,12024816.49385262,12024816.49385262
4096,4030950.962798357,4030950.962798357,4030950.962798357,4030950.962798357,4030950.962798357,4030950.962798357
8192,8263153.740537265,8263153.740537265,8263153.740537265,8263153.740537265,8263153.740537265,8263153.740537265
16384,173499.68020431622,173499.68020431622,173499.68020431622,173499.68020431622,173499.68020431622,173499.68020431622
32768,9670322.297911223,9670322.297911223,9670322.297911223,9670322.297911223,9670322.297911223,9670322.297911223
65536,3583374.54443671,3587494.110431263,3587494.110431263,3587494.110431263,3587494.110431263,3587494.110431263
