frequency,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time
2,6421917.5674451,6334303.174157991,6334303.174157991,6421917.5674451,6421917.5674451,6334303.174157991
4,6007051.110869292,5968413.188783347,5968413.188783347,6007051.110869292,6007051.110869292,5968413.188783347
8,5804876.41390452,5804876.41390452,5804876.41390452,5804876.41390452,5804876.41390452,5804876.41390452
16,5591607.267437959,5592732.330235732,5592732.330235732,5592732.330235732,5592732.330235732,5592732.330235732
32,6885950.73668386,6802288.691062736,6769510.2088069115,6769510.2088069115,6769510.2088069115,6769510.2088069115
64,6310195.398390211,6310278.115433345,6290263.565534357,6290263.565534357,6310278.115433345,6290263.565534357
128,9147070.590725863,8568480.134419756,7929934.142690531,7995049.6807560865,7995049.6807560865,7872203.405892025
256,6769962.9304071525,6768078.1925774915,6499544.159987452,6499544.159987452,6499544.159987452,6499544.159987452
512,7402327.893721069,7143623.235704274,6869709.075757211,6803711.018865807,6866065.56659438,6866065.56659438
1024,7069792.856122377,6979007.355599792,6973348.31321181,6701060.67535297,6659051.715511827,6374739.562861843
2048,7664210.533560779,7583605.058312966,7528193.967726721,7350440.935447819,7147038.55121637,6138776.5441542175
4096,6136239.308508999,6136239.308508999,6136239.308508999,6136239.308508999,6136239.308508999,6136239.308508999
8192,11829218.454235893,11829218.454235893,11829218.454235893,11829218.454235893,11829218.454235893,11829218.454235893
16384,4254983.955277152,4254983.955277152,4254983.955277152,4254983.955277152,4254983.955277152,4254983.955277152
32768,9877551.136354497,9877551.136354497,9877551.136354497,9877551.136354497,9877551.136354497,9877551.136354497
65536,110099.44215117532,110099.44215117532,110099.44215117532,110099.44215117532,109550.69517351316,110099.44215117532
