frequency,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time
2,5968975.399853395,5959623.763966145,5959623.763966145,5959623.763966145,5968975.399853395,5959623.763966145
4,6275700.131062908,6275700.131062908,6275700.131062908,6275700.131062908,6275700.131062908,6275700.131062908
8,5516988.486073086,5386674.927913137,5386674.927913137,5386674.927913137,5386674.927913137,5386674.927913137
16,5794746.26601243,5862594.314288342,5794746.26601243,5794746.26601243,5794746.26601243,5794746.26601243
32,6772963.639999554,6744682.074601441,6744682.074601441,6744682.074601441,6744682.074601441,6744682.074601441
64,8082271.287794044,6117610.457541981,6078338.205522049,6078338.205522049,6078338.205522049,6068201.68375228
128,6117255.713442589,5379547.4403273,4882819.36841227,4882819.36841227,5077159.184690786,4882819.36841227
256,6398609.654928796,6418935.1191504495,6419608.16927552,6201175.424808993,6408471.28190663,5274480.224776276
512,7163072.319139044,7163100.144646311,7162131.278912444,7162537.979939024,7163072.319139044,7150028.018276642
1024,3399182.438324104,3397480.0223115366,3361426.5685250363,3327060.614161245,3279694.631731741,3279694.631731741
2048,4160982.5343025653,4145140.1698343083,4145140.1698343083,4145140.1698343083,4145140.1698343083,4145140.1698343083
4096,13371932.454706874,13325383.970278906,13241698.409141593,13084168.413949432,12829796.584965834,10028708.802198865
8192,3028374.6998890345,3052156.6252033985,3036130.945358747,3036130.945358747,3036130.945358747,3036130.945358747
16384,17550992.42040418,17550992.42040418,17550992.42040418,17550992.42040418,17550992.42040418,17550992.42040418
32768,11221.747947623846,11093.868396551314,11080.364389315002,11080.364389315002,11080.364389315002,11080.364389315002
65536,13712117.637336912,13712117.637336912,13712117.637336912,13712117.637336912,13712117.637336912,13712117.637336912
