frequency,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time
2,6524696.3845671015,6524696.3845671015,6524696.3845671015,6524696.3845671015,6524696.3845671015,6524696.3845671015
4,5779166.611530074,5779166.611530074,5779166.611530074,5779166.611530074,5779166.611530074,5779166.611530074
8,5743799.732471703,5697549.433674797,5697549.433674797,5697549.433674797,5697549.433674797,5697549.433674797
16,5594345.235110182,5546657.687650374,5319477.102529533,5546657.687650374,5546657.687650374,5319477.102529533
32,5636724.491348766,5609148.082276666,5609148.082276666,5604798.2856075205,5647125.245647824,5609148.082276666
64,6668357.939815918,6199703.005270414,5852316.384080068,5932114.765585963,5942646.932457203,5818952.354292996
128,5783621.949880801,5582782.448380825,5417254.126556645,5444018.757043918,5577085.977663514,5444018.757043918
256,8495831.783247005,8492706.478802385,8194436.957237514,8026927.328187418,8071294.5399806835,5851038.86715949
512,6846138.775412459,6749207.384505236,6381906.596261967,6192930.5845881235,5811218.938439163,5811218.938439163
1024,8816357.81132498,8774184.589810668,8772772.096406529,8801702.162412109,8885758.433682462,8885758.433682462
2048,7913465.4966292735,7902319.78906555,7891172.574201758,7853173.3139122175,7806098.032663695,6576027.745466103
4096,17983878.572221037,17983878.572221037,17983878.572221037,17983878.572221037,17983878.572221037,17983878.572221037
8192,3004588.107822934,3004588.107822934,3004588.107822934,3004588.107822934,3004588.107822934,3004588.107822934
16384,15561626.58174871,15561626.58174871,15561626.58174871,15561626.58174871,15561626.58174871,15561626.58174871
32768,20993243.67280033,20993243.67280033,20993243.67280033,20993243.67280033,20993243.67280033,20993243.67280033
65536,8582448.656394398,8582448.656394398,8582448.656394398,8582448.656394398,8582448.656394398,8582448.656394398
