frequency,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time
2,6010612.071063645,5828159.984039817,5678517.625140385,5678517.625140385,5828763.9490376515,5678517.625140385
4,5711377.881112753,5690511.445643001,5711377.881112753,5711377.881112753,5711377.881112753,5711377.881112753
8,5905372.792017791,5805584.48798844,5805584.48798844,5905372.792017791,5905372.792017791,5805584.48798844
16,6112320.004496983,6112320.004496983,6112320.004496983,6112320.004496983,6112320.004496983,6112320.004496983
32,5326592.274338257,5283219.785700573,5204959.426101034,5326592.274338257,5326592.274338257,5204959.426101034
64,6965734.831141076,6844228.051303157,6782852.307961821,6782852.307961821,6782852.307961821,6782852.307961821
128,5360743.860771656,5036556.672266281,4832954.323311881,4880682.03416039,5181963.016085024,4760445.355078136
256,6146260.6071981685,5782951.709173785,5361687.030900722,5078234.907210969,4864058.926840833,4864058.926840833
512,7224845.918055346,7206615.79655909,6971540.099514454,5814786.830596716,5737307.081885804,5078299.7489106525
1024,8443697.451601164,7679323.188895881,7665129.827297579,7559714.232198066,7081290.312967334,7012549.4180593835
2048,11319802.300352953,11319802.300352953,11296989.303270584,11280248.421563065,11238372.591983503,11066230.694294557
4096,24988981.345174756,25167235.82803914,24939996.745441247,24508606.502617627,23643203.99330738,12943673.930678338
8192,817123.6068294686,786705.1005929732,786705.1005929732,786705.1005929732,786705.1005929732,786705.1005929732
16384,93164.6889330931,93164.6889330931,93164.6889330931,93164.6889330931,93164.6889330931,93164.6889330931
32768,4641874.387597967,4805844.223737074,4641874.387597967,4641874.387597967,4641874.387597967,4641874.387597967
65536,45667.52754419709,45667.52754419709,45667.52754419709,45667.52754419709,45667.52754419709,45667.52754419709
