Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time
38,4.073000,262144.000000,340256.758887,16522.000000
38,4.639000,32768.000000,368848.996781,13825.000000
38,5.649000,4096.000000,207331.300763,8539.000000
38,7.918000,512.000000,31843.811471,1250.000000
38,16.772000,64.000000,12266.120617,645.000000
38,30.000000,6.000000,11008.900263,404.000000
38,30.000000,9.000000,11225.261868,518.000000
38,30.000000,12.000000,12529.817557,530.000000
38,30.000000,15.000000,14213.422916,570.000000
38,30.000000,18.000000,14000.768015,633.000000
