Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time
38,4.073000,262144.000000,762091.104465,29763.000000
38,4.639000,32768.000000,1137014.659818,34298.000000
38,5.649000,4096.000000,115693.419627,5605.000000
38,7.918000,512.000000,37104.697654,1747.000000
38,16.772000,64.000000,12118.005158,468.000000
38,30.000000,6.000000,12021.356870,474.000000
38,30.000000,9.000000,12454.792933,560.000000
38,30.000000,12.000000,12746.279065,603.000000
38,30.000000,15.000000,12735.113427,667.000000
38,30.000000,18.000000,13707.500027,547.000000
