Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time
36,4.073000,262144.000000,290871.436092,10985.000000
36,4.639000,32768.000000,694827.219294,20752.000000
36,5.649000,4096.000000,261568.499352,9000.000000
36,7.918000,512.000000,56785.440995,2614.000000
36,16.772000,64.000000,15011.902178,612.000000
36,30.000000,6.000000,14273.990087,641.000000
36,30.000000,9.000000,14589.746982,640.000000
36,30.000000,12.000000,16151.038666,615.000000
36,30.000000,15.000000,16726.987983,616.000000
36,30.000000,18.000000,21832.607288,1051.000000
