Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time
22,4.073000,262144.000000,2740686.151368,45964.000000
22,4.639000,32768.000000,6187042.482042,113120.000000
22,5.649000,4096.000000,4575646.356591,78573.000000
22,7.918000,512.000000,4173023.476351,74938.000000
22,16.772000,64.000000,4888000.379578,82461.000000
22,30.000000,6.000000,5004625.586090,85478.000000
22,30.000000,9.000000,4766615.057358,82098.000000
22,30.000000,12.000000,4790693.990306,83845.000000
22,30.000000,15.000000,4764935.724082,80725.000000
22,30.000000,18.000000,5159780.455135,87491.000000
