Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time
22,4.073000,262144.000000,8074907.949966,152719.000000
22,4.639000,32768.000000,3948975.659399,85612.000000
22,5.649000,4096.000000,5015805.992809,92729.000000
22,7.918000,512.000000,5457876.365955,92858.000000
22,16.772000,64.000000,5017894.429349,87204.000000
22,30.000000,6.000000,4857119.835245,84251.000000
22,30.000000,9.000000,4587182.303658,80180.000000
22,30.000000,12.000000,4748918.006880,81630.000000
22,30.000000,15.000000,5045942.532974,87074.000000
22,30.000000,18.000000,4913906.920095,85238.000000
