Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time
24,4.073000,262144.000000,789587.119245,15474.000000
24,4.639000,32768.000000,1721935.993271,33579.000000
24,5.649000,4096.000000,4341526.167055,69784.000000
24,7.918000,512.000000,3798873.383710,65636.000000
24,16.772000,64.000000,3792830.979979,66236.000000
24,30.000000,6.000000,3782507.598722,65659.000000
24,30.000000,9.000000,3589250.697873,62164.000000
24,30.000000,12.000000,3786272.638977,65106.000000
24,30.000000,15.000000,3741430.221939,65466.000000
24,30.000000,18.000000,4197193.750318,72277.000000
