Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time
40,4.073000,262144.000000,4435935.351364,107919.000000
40,4.639000,32768.000000,499862.639566,16733.000000
40,5.649000,4096.000000,126426.860473,4996.000000
40,7.918000,512.000000,28581.441391,1436.000000
40,16.772000,64.000000,11884.091341,515.000000
40,30.000000,6.000000,10833.658985,553.000000
40,30.000000,9.000000,10205.274323,412.000000
40,30.000000,12.000000,10932.590864,461.000000
40,30.000000,15.000000,11626.880106,500.000000
40,30.000000,18.000000,12389.993019,575.000000
