Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time
20,4.073000,262144.000000,11174950.813794,167852.000000
20,4.639000,32768.000000,6347000.400116,108830.000000
20,5.649000,4096.000000,5890309.179014,104022.000000
20,7.918000,512.000000,6119215.217191,103922.000000
20,16.772000,64.000000,6057582.437102,105590.000000
20,30.000000,6.000000,6220997.443596,106914.000000
20,30.000000,9.000000,5856427.045629,103669.000000
20,30.000000,12.000000,5814871.278975,101392.000000
20,30.000000,15.000000,6091068.652465,105709.000000
20,30.000000,18.000000,6332163.697188,108107.000000
