Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time
40,4.073000,262144.000000,696124.500194,27711.000000
40,4.639000,32768.000000,463993.955965,16924.000000
40,5.649000,4096.000000,129731.160998,4632.000000
40,7.918000,512.000000,40544.685570,2417.000000
40,16.772000,64.000000,10609.099443,406.000000
40,30.000000,6.000000,10752.106584,664.000000
40,30.000000,9.000000,11021.798492,467.000000
40,30.000000,12.000000,10738.823260,521.000000
40,30.000000,15.000000,12351.750524,781.000000
40,30.000000,18.000000,13574.585740,666.000000
