Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time
38,4.073000,262144.000000,316349.477918,15497.000000
38,4.639000,32768.000000,742301.431463,28627.000000
38,5.649000,4096.000000,218949.151437,7834.000000
38,7.918000,512.000000,37625.192239,1495.000000
38,16.772000,64.000000,13223.013991,703.000000
38,30.000000,6.000000,12517.410395,629.000000
38,30.000000,9.000000,11289.237707,404.000000
38,30.000000,12.000000,12767.467172,702.000000
38,30.000000,15.000000,12402.985568,482.000000
38,30.000000,18.000000,15024.387775,604.000000
