Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time
38,4.073000,262144.000000,171332.800044,8160.000000
38,4.639000,32768.000000,378881.327471,13716.000000
38,5.649000,4096.000000,90158.885596,3353.000000
38,7.918000,512.000000,34273.977753,1677.000000
38,16.772000,64.000000,12583.760408,559.000000
38,30.000000,6.000000,13281.307842,548.000000
38,30.000000,9.000000,12032.040226,584.000000
38,30.000000,12.000000,11879.979040,517.000000
38,30.000000,15.000000,13623.160720,545.000000
38,30.000000,18.000000,13198.679101,510.000000
