Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time
28,4.073000,262144.000000,5648007.115540,112438.000000
28,4.639000,32768.000000,2761945.593666,48385.000000
28,5.649000,4096.000000,2200817.777259,40712.000000
28,7.918000,512.000000,1754350.048386,29288.000000
28,16.772000,64.000000,1434011.792908,24657.000000
28,30.000000,6.000000,1515767.349759,26111.000000
28,30.000000,9.000000,1246064.045569,22044.000000
28,30.000000,12.000000,1345947.090896,23095.000000
28,30.000000,15.000000,1416395.672983,26805.000000
28,30.000000,18.000000,1809570.253627,29146.000000
