Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time
28,4.073000,262144.000000,790437.945432,17830.000000
28,4.639000,32768.000000,565232.182314,11426.000000
28,5.649000,4096.000000,895212.524108,15160.000000
28,7.918000,512.000000,1706976.601720,32419.000000
28,16.772000,64.000000,1597088.631314,26507.000000
28,30.000000,6.000000,1145535.409761,19324.000000
28,30.000000,9.000000,1499189.990079,28400.000000
28,30.000000,12.000000,1260600.531520,21849.000000
28,30.000000,15.000000,1366988.796836,25157.000000
28,30.000000,18.000000,1878529.168017,32572.000000
