Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time
40,4.073000,262144.000000,4200219.385758,95699.000000
40,4.639000,32768.000000,1956418.793827,44907.000000
40,5.649000,4096.000000,106299.657135,4526.000000
40,7.918000,512.000000,31379.507230,1656.000000
40,16.772000,64.000000,10991.894878,574.000000
40,30.000000,6.000000,9336.949662,365.000000
40,30.000000,9.000000,9850.227307,378.000000
40,30.000000,12.000000,10933.516543,687.000000
40,30.000000,15.000000,12136.545307,515.000000
40,30.000000,18.000000,11815.336982,515.000000
