Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time
32,4.073000,262144.000000,427026.290414,14188.000000
32,4.639000,32768.000000,1311516.925006,34296.000000
32,5.649000,4096.000000,346963.754474,8276.000000
32,7.918000,512.000000,139389.522612,3590.000000
32,16.772000,64.000000,33093.207294,1231.000000
32,30.000000,6.000000,36814.959052,1105.000000
32,30.000000,9.000000,38419.373511,1156.000000
32,30.000000,12.000000,35797.433679,1260.000000
32,30.000000,15.000000,44183.254181,1586.000000
32,30.000000,18.000000,59042.257943,2124.000000
