Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time
32,4.073000,262144.000000,2522698.971026,53317.000000
32,4.639000,32768.000000,799417.413244,20415.000000
32,5.649000,4096.000000,855835.713339,17521.000000
32,7.918000,512.000000,97456.933509,2619.000000
32,16.772000,64.000000,38327.723830,1433.000000
32,30.000000,6.000000,47528.122096,1543.000000
32,30.000000,9.000000,38057.222022,1146.000000
32,30.000000,12.000000,37126.545301,1203.000000
32,30.000000,15.000000,46966.909309,1650.000000
32,30.000000,18.000000,64975.053397,2034.000000
