Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time
22,4.073000,262144.000000,2426479.979374,36258.000000
22,4.639000,32768.000000,6978181.425211,102952.000000
22,5.649000,4096.000000,5442853.379594,91880.000000
22,7.918000,512.000000,5062024.547811,83824.000000
22,16.772000,64.000000,5076042.390494,89112.000000
22,30.000000,6.000000,4941954.663539,85154.000000
22,30.000000,9.000000,4849926.476089,84301.000000
22,30.000000,12.000000,4985747.149504,85630.000000
22,30.000000,15.000000,5071211.628691,88995.000000
22,30.000000,18.000000,5144985.156958,89716.000000
