Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time
24,4.073000,262144.000000,10054385.842995,142264.000000
24,4.639000,32768.000000,1963351.412901,41218.000000
24,5.649000,4096.000000,5019253.284035,77811.000000
24,7.918000,512.000000,3635581.651316,64199.000000
24,16.772000,64.000000,3826144.740868,66356.000000
24,30.000000,6.000000,3768218.201912,64788.000000
24,30.000000,9.000000,3798261.967868,65931.000000
24,30.000000,12.000000,3711809.601122,65388.000000
24,30.000000,15.000000,3614906.145652,63263.000000
24,30.000000,18.000000,4110802.635434,73072.000000
