Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time
30,4.073000,262144.000000,1254598.260174,25081.000000
30,4.639000,32768.000000,1684816.692276,30851.000000
30,5.649000,4096.000000,1584939.134648,27182.000000
30,7.918000,512.000000,257746.311915,6960.000000
30,16.772000,64.000000,388096.180083,7318.000000
30,30.000000,6.000000,363382.020434,5588.000000
30,30.000000,9.000000,352019.374642,5888.000000
30,30.000000,12.000000,366171.848106,7721.000000
30,30.000000,15.000000,721162.911376,13273.000000
30,30.000000,18.000000,272874.022283,5251.000000
