Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time
30,4.073000,262144.000000,8724488.894474,138185.000000
30,4.639000,32768.000000,3451920.796071,54960.000000
30,5.649000,4096.000000,1764842.848620,36768.000000
30,7.918000,512.000000,149831.460455,3633.000000
30,16.772000,64.000000,344134.542867,6977.000000
30,30.000000,6.000000,368694.197338,6515.000000
30,30.000000,9.000000,697410.045582,10695.000000
30,30.000000,12.000000,345199.889893,5042.000000
30,30.000000,15.000000,161158.058902,3894.000000
30,30.000000,18.000000,426308.989732,8486.000000
