Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time
30,4.073000,262144.000000,8825190.586397,111115.000000
30,4.639000,32768.000000,2004880.218003,35202.000000
30,5.649000,4096.000000,740078.423109,13642.000000
30,7.918000,512.000000,321872.244226,7085.000000
30,16.772000,64.000000,363936.806171,6229.000000
30,30.000000,6.000000,234064.321194,5802.000000
30,30.000000,9.000000,632893.421178,12194.000000
30,30.000000,12.000000,417925.286770,9815.000000
30,30.000000,15.000000,415439.238161,7186.000000
30,30.000000,18.000000,405727.828500,7608.000000
