Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time
20,4.073000,262144.000000,3938284.633770,77968.000000
20,4.639000,32768.000000,7580604.436964,122953.000000
20,5.649000,4096.000000,6952533.867170,124521.000000
20,7.918000,512.000000,5311553.295793,96415.000000
20,16.772000,64.000000,6101022.572702,104635.000000
20,30.000000,6.000000,6061284.446485,103461.000000
20,30.000000,9.000000,5904597.598285,103208.000000
20,30.000000,12.000000,5693516.269132,98376.000000
20,30.000000,15.000000,6356813.789674,108279.000000
20,30.000000,18.000000,6358186.359442,110671.000000
