Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time
22,4.073000,262144.000000,2680125.126172,47243.000000
22,4.639000,32768.000000,2049323.054832,39210.000000
22,5.649000,4096.000000,5581621.194918,93822.000000
22,7.918000,512.000000,4797500.686957,86219.000000
22,16.772000,64.000000,4910779.121775,85682.000000
22,30.000000,6.000000,4778081.186407,82407.000000
22,30.000000,9.000000,5094344.750340,88274.000000
22,30.000000,12.000000,4709542.837518,81956.000000
22,30.000000,15.000000,4948376.860495,84495.000000
22,30.000000,18.000000,5267565.887993,91135.000000
