Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time
32,4.073000,262144.000000,1326940.202009,42207.000000
32,4.639000,32768.000000,2186731.347122,44239.000000
32,5.649000,4096.000000,553031.405185,13640.000000
32,7.918000,512.000000,78019.245395,2703.000000
32,16.772000,64.000000,43080.416177,1339.000000
32,30.000000,6.000000,31116.048785,1087.000000
32,30.000000,9.000000,54833.323117,1674.000000
32,30.000000,12.000000,79986.072431,2444.000000
32,30.000000,15.000000,42422.403963,1280.000000
32,30.000000,18.000000,73847.352363,2346.000000
