Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time
22,4.073000,262144.000000,2524237.503060,45983.000000
22,4.639000,32768.000000,6520078.824957,119719.000000
22,5.649000,4096.000000,5153818.612722,94828.000000
22,7.918000,512.000000,5303266.240355,92361.000000
22,16.772000,64.000000,4689643.067339,80131.000000
22,30.000000,6.000000,4829462.164038,83292.000000
22,30.000000,9.000000,5119109.539060,87702.000000
22,30.000000,12.000000,4942560.793911,85216.000000
22,30.000000,15.000000,5481478.667324,93253.000000
22,30.000000,18.000000,5187881.740419,87926.000000
