Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time
34,4.073000,262144.000000,8387394.155386,144607.000000
34,4.639000,32768.000000,846128.745419,21633.000000
34,5.649000,4096.000000,148654.633638,5119.000000
34,7.918000,512.000000,59832.171238,2092.000000
34,16.772000,64.000000,23098.087583,966.000000
34,30.000000,6.000000,23440.887142,788.000000
34,30.000000,9.000000,28295.851480,1054.000000
34,30.000000,12.000000,21751.495742,789.000000
34,30.000000,15.000000,29617.498105,1146.000000
34,30.000000,18.000000,31233.968816,1016.000000
