Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time
24,4.073000,262144.000000,2551320.248320,46788.000000
24,4.639000,32768.000000,9570780.290286,112415.000000
24,5.649000,4096.000000,4331322.224897,74519.000000
24,7.918000,512.000000,3739506.491720,67130.000000
24,16.772000,64.000000,3724491.584912,65097.000000
24,30.000000,6.000000,3771437.596096,64477.000000
24,30.000000,9.000000,3708943.112512,64541.000000
24,30.000000,12.000000,3687315.651533,65431.000000
24,30.000000,15.000000,3969879.109494,67306.000000
24,30.000000,18.000000,3863820.763493,66204.000000
