Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time
26,4.073000,262144.000000,737204.654877,71616.000000
26,4.639000,32768.000000,4804707.327481,76218.000000
26,5.649000,4096.000000,2890018.818113,47208.000000
26,7.918000,512.000000,2149839.158176,42523.000000
26,16.772000,64.000000,2375220.489873,42555.000000
26,30.000000,6.000000,2668961.868484,45106.000000
26,30.000000,9.000000,2728933.496931,45070.000000
26,30.000000,12.000000,2394252.438632,43007.000000
26,30.000000,15.000000,2830797.429138,50802.000000
26,30.000000,18.000000,3354467.452468,57438.000000
