Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time
32,4.073000,262144.000000,774503.013730,39438.000000
32,4.639000,32768.000000,212751.379582,7738.000000
32,5.649000,4096.000000,612088.365960,14430.000000
32,7.918000,512.000000,67425.439806,2472.000000
32,16.772000,64.000000,35582.812944,1025.000000
32,30.000000,6.000000,42506.556247,1408.000000
32,30.000000,9.000000,50315.694043,1785.000000
32,30.000000,12.000000,69289.410143,2785.000000
32,30.000000,15.000000,56899.556466,1618.000000
32,30.000000,18.000000,63765.310460,1620.000000
