Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time
26,4.073000,262144.000000,7012218.439928,127607.000000
26,4.639000,32768.000000,1376844.988348,25369.000000
26,5.649000,4096.000000,3191784.506217,55014.000000
26,7.918000,512.000000,2488054.235430,45792.000000
26,16.772000,64.000000,2727124.950066,48189.000000
26,30.000000,6.000000,2728795.612884,46816.000000
26,30.000000,9.000000,2739447.380776,44977.000000
26,30.000000,12.000000,2535881.896207,43136.000000
26,30.000000,15.000000,2658655.462202,45407.000000
26,30.000000,18.000000,3062261.505437,51336.000000
