Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time
24,4.073000,262144.000000,4362064.383303,54669.000000
24,4.639000,32768.000000,2759198.080510,64201.000000
24,5.649000,4096.000000,3640700.268401,66138.000000
24,7.918000,512.000000,3315641.208743,59027.000000
24,16.772000,64.000000,3830489.637652,65156.000000
24,30.000000,6.000000,3812131.103874,65886.000000
24,30.000000,9.000000,3781676.402523,65314.000000
24,30.000000,12.000000,3547624.033481,62653.000000
24,30.000000,15.000000,3945920.934991,69567.000000
24,30.000000,18.000000,4145259.877055,70725.000000
