Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time
30,4.073000,262144.000000,1117207.236704,27037.000000
30,4.639000,32768.000000,1475409.595332,50497.000000
30,5.649000,4096.000000,1849436.414707,30033.000000
30,7.918000,512.000000,254550.248996,5276.000000
30,16.772000,64.000000,300210.557136,6328.000000
30,30.000000,6.000000,219202.495798,3955.000000
30,30.000000,9.000000,455228.576313,8387.000000
30,30.000000,12.000000,736086.960209,14371.000000
30,30.000000,15.000000,279293.855693,6118.000000
30,30.000000,18.000000,1057758.268338,17952.000000
