Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time
28,4.073000,262144.000000,617948.225130,16638.000000
28,4.639000,32768.000000,1572302.142957,30955.000000
28,5.649000,4096.000000,544050.101477,10387.000000
28,7.918000,512.000000,1707556.387636,31789.000000
28,16.772000,64.000000,1481635.545280,21097.000000
28,30.000000,6.000000,1168900.529387,20925.000000
28,30.000000,9.000000,1470316.807421,25555.000000
28,30.000000,12.000000,1230618.345936,22984.000000
28,30.000000,15.000000,1496128.728806,26558.000000
28,30.000000,18.000000,1666781.405875,28112.000000
