Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time
34,4.073000,262144.000000,760260.584340,24961.000000
34,4.639000,32768.000000,2244169.903418,45944.000000
34,5.649000,4096.000000,405101.324842,10910.000000
34,7.918000,512.000000,58027.267401,2074.000000
34,16.772000,64.000000,26998.869476,850.000000
34,30.000000,6.000000,22989.256099,966.000000
34,30.000000,9.000000,27110.258852,1153.000000
34,30.000000,12.000000,22042.128436,882.000000
34,30.000000,15.000000,26043.183196,991.000000
34,30.000000,18.000000,29394.602311,1192.000000
